valorTotal;ide_dhEmi_$date;ide_natOp;infAdic_infCpl;total_icmsTot_vDesc;total_icmsTot_vFrete;total_icmsTot_vOutro;total_icmsTot_vProd;total_icmsTot_vSeg;total_icmsTot_vTotTrib;total_icmsTot_vbc;total_icmsTot_vbcst;total_icmsTot_vcofins;total_icmsTot_vicms;total_icmsTot_vicmsDeson;total_icmsTot_vii;total_icmsTot_vipi;total_icmsTot_vnf;total_icmsTot_vpis;total_icmsTot_vst;nItem;prod_indTot;prod_qCom;prod_uCom;prod_vProd;prod_vUnCom;prod_xProd
46.0;2016-01-05T13:35:19.000Z;VENDA;Mesa 76;0.0;0.0;0.0;46.0;0.0;5.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.0;0.0;0.0;2;1;0.554;KG;38.0;68.6;BUFFET
46.0;2016-01-05T13:35:19.000Z;VENDA;Mesa 76;0.0;0.0;0.0;46.0;0.0;5.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.0;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
27.54;2016-01-05T13:35:46.000Z;VENDA;Mesa 77;0.0;0.0;0.0;27.54;0.0;3.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.54;0.0;0.0;1;1;0.336;KG;23.04;68.6;BUFFET
27.54;2016-01-05T13:35:46.000Z;VENDA;Mesa 77;0.0;0.0;0.0;27.54;0.0;3.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.54;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
37.36;2016-01-05T13:36:28.000Z;VENDA;Mesa 78;0.0;0.0;0.0;37.36;0.0;4.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.36;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
37.36;2016-01-05T13:36:28.000Z;VENDA;Mesa 78;0.0;0.0;0.0;37.36;0.0;4.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.36;0.0;0.0;2;1;0.428;KG;29.36;68.6;BUFFET
37.36;2016-01-05T13:36:28.000Z;VENDA;Mesa 78;0.0;0.0;0.0;37.36;0.0;4.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.36;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
56.6;2016-01-05T13:37:14.000Z;VENDA;Mesa 91;0.0;0.0;0.0;56.6;0.0;6.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.6;0.0;0.0;1;1;0.694;KG;47.6;68.6;BUFFET
56.6;2016-01-05T13:37:14.000Z;VENDA;Mesa 91;0.0;0.0;0.0;56.6;0.0;6.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.6;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
56.6;2016-01-05T13:37:14.000Z;VENDA;Mesa 91;0.0;0.0;0.0;56.6;0.0;6.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.6;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
53.29;2016-01-05T13:42:33.000Z;VENDA;Mesa 64;0.0;0.0;0.0;53.3;0.0;6.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.3;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
53.29;2016-01-05T13:42:33.000Z;VENDA;Mesa 64;0.0;0.0;0.0;53.3;0.0;6.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.3;0.0;0.0;2;1;2.0;UN;7.0;3.5;CAFE EXPRESSO
53.29;2016-01-05T13:42:33.000Z;VENDA;Mesa 64;0.0;0.0;0.0;53.3;0.0;6.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.3;0.0;0.0;3;1;0.624;KG;42.8;68.6;BUFFET
55.7;2016-01-05T13:46:40.000Z;VENDA;Mesa 95;0.0;0.0;0.0;55.7;0.0;2.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.7;0.0;0.0;1;1;0.812;KG;55.7;68.6;BUFFET
89.69;2016-01-05T13:56:23.000Z;VENDA;Mesa 99;0.0;0.0;0.0;89.71;0.0;9.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.71;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
89.69;2016-01-05T13:56:23.000Z;VENDA;Mesa 99;0.0;0.0;0.0;89.71;0.0;9.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.71;0.0;0.0;2;1;1.06;KG;72.71;68.6;BUFFET
89.69;2016-01-05T13:56:23.000Z;VENDA;Mesa 99;0.0;0.0;0.0;89.71;0.0;9.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.71;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
89.69;2016-01-05T13:56:23.000Z;VENDA;Mesa 99;0.0;0.0;0.0;89.71;0.0;9.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.71;0.0;0.0;4;1;1.0;UN;4.5;4.5;CERVEJA
89.69;2016-01-05T13:56:23.000Z;VENDA;Mesa 99;0.0;0.0;0.0;89.71;0.0;9.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.71;0.0;0.0;5;1;1.0;UN;4.5;4.5;SUCO
73.49;2016-01-05T14:01:27.000Z;VENDA;Mesa 96;0.0;0.0;0.0;73.51;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.51;0.0;0.0;1;1;1.006;KG;69.01;68.6;BUFFET
73.49;2016-01-05T14:01:27.000Z;VENDA;Mesa 96;0.0;0.0;0.0;73.51;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.51;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
17.12;2016-01-05T14:05:05.000Z;VENDA;Mesa 46;0.0;0.0;0.0;17.12;0.0;2.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.12;0.0;0.0;1;1;0.184;KG;12.62;68.6;BUFFET
17.12;2016-01-05T14:05:05.000Z;VENDA;Mesa 46;0.0;0.0;0.0;17.12;0.0;2.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.12;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
40.57;2016-01-05T14:08:43.000Z;VENDA;Mesa 42;0.0;0.0;0.0;40.57;0.0;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.57;0.0;0.0;1;1;0.472;KG;32.37;68.6;BUFFET
40.57;2016-01-05T14:08:43.000Z;VENDA;Mesa 42;0.0;0.0;0.0;40.57;0.0;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.57;0.0;0.0;2;1;1.0;UN;8.2;8.2;BULE CHA
36.04;2016-01-05T14:08:56.000Z;VENDA;Mesa 44;0.0;0.0;0.0;36.05;0.0;1.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.05;0.0;0.0;1;1;0.406;KG;27.85;68.6;BUFFET
36.04;2016-01-05T14:08:56.000Z;VENDA;Mesa 44;0.0;0.0;0.0;36.05;0.0;1.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.05;0.0;0.0;2;1;1.0;UN;8.2;8.2;BULE CHA
69.21;2016-01-05T14:09:04.000Z;VENDA;Mesa 25;0.0;0.0;0.0;69.22;0.0;2.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.22;0.0;0.0;1;1;1.0;UN;4.5;4.5;SUCO
69.21;2016-01-05T14:09:04.000Z;VENDA;Mesa 25;0.0;0.0;0.0;69.22;0.0;2.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.22;0.0;0.0;2;1;0.824;KG;56.52;68.6;BUFFET
69.21;2016-01-05T14:09:04.000Z;VENDA;Mesa 25;0.0;0.0;0.0;69.22;0.0;2.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.22;0.0;0.0;3;1;1.0;UN;8.2;8.2;BULE CHA
105.63;2016-01-05T18:59:11.000Z;VENDA;Mesa 1;0.0;0.0;0.0;105.65;0.0;5.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;105.65;0.0;0.0;1;1;2.0;UN;9.0;4.5;SUCO
105.63;2016-01-05T18:59:11.000Z;VENDA;Mesa 1;0.0;0.0;0.0;105.65;0.0;5.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;105.65;0.0;0.0;2;1;1.0;UN;3.5;3.5;AGUA
105.63;2016-01-05T18:59:11.000Z;VENDA;Mesa 1;0.0;0.0;0.0;105.65;0.0;5.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;105.65;0.0;0.0;3;1;1.358;KG;93.15;68.6;BUFFET
51.68;2016-01-05T19:13:33.000Z;VENDA;Mesa 2;0.0;0.0;0.0;51.69;0.0;4.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.69;0.0;0.0;1;1;0.688;KG;47.19;68.6;BUFFET
51.68;2016-01-05T19:13:33.000Z;VENDA;Mesa 2;0.0;0.0;0.0;51.69;0.0;4.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.69;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
37.14;2016-01-05T19:25:55.000Z;VENDA;Mesa 4;0.0;0.0;0.0;37.15;0.0;3.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.15;0.0;0.0;1;1;0.476;KG;32.65;68.6;BUFFET
37.14;2016-01-05T19:25:55.000Z;VENDA;Mesa 4;0.0;0.0;0.0;37.15;0.0;3.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.15;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
24.83;2016-01-05T19:49:34.000Z;VENDA;Mesa 14;0.0;0.0;0.0;24.83;0.0;1.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.83;0.0;0.0;1;1;0.362;KG;24.83;68.6;BUFFET
137.28;2016-01-05T19:53:29.000Z;VENDA;Mesa 3;0.0;0.0;0.0;137.32;0.0;11.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;137.32;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
137.28;2016-01-05T19:53:29.000Z;VENDA;Mesa 3;0.0;0.0;0.0;137.32;0.0;11.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;137.32;0.0;0.0;2;1;1.754;KG;120.32;68.6;BUFFET
137.28;2016-01-05T19:53:29.000Z;VENDA;Mesa 3;0.0;0.0;0.0;137.32;0.0;11.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;137.32;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
137.28;2016-01-05T19:53:29.000Z;VENDA;Mesa 3;0.0;0.0;0.0;137.32;0.0;11.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;137.32;0.0;0.0;4;1;1.0;UN;4.5;4.5;REFRIGERANTE
137.28;2016-01-05T19:53:29.000Z;VENDA;Mesa 3;0.0;0.0;0.0;137.32;0.0;11.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;137.32;0.0;0.0;5;1;1.0;UN;4.5;4.5;SUCO
44.92;2016-01-05T19:58:24.000Z;VENDA;Mesa 15;0.0;0.0;0.0;44.92;0.0;6.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.51;0.0;0.0;1;1;0.48;KG;32.71;68.6;BUFFET
44.92;2016-01-05T19:58:24.000Z;VENDA;Mesa 15;0.0;0.0;0.0;44.92;0.0;6.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.51;0.0;0.0;2;1;2.0;UN;9.0;4.5;REFRIGERANTE
44.92;2016-01-05T19:58:24.000Z;VENDA;Mesa 15;0.0;0.0;0.0;44.92;0.0;6.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.51;0.0;0.0;3;1;1.0;UN;3.2;3.2;DOCINHOS
116.68;2016-01-05T20:06:31.000Z;VENDA;Mesa 7;0.0;0.0;0.0;116.69;0.0;6.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;116.69;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
116.68;2016-01-05T20:06:31.000Z;VENDA;Mesa 7;0.0;0.0;0.0;116.69;0.0;6.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;116.69;0.0;0.0;2;1;1.65;KG;113.19;68.6;BUFFET
13.44;2016-01-05T20:16:12.000Z;VENDA;Mesa 22;0.0;0.0;0.0;13.44;0.0;0.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.44;0.0;0.0;1;1;0.196;KG;13.44;68.6;BUFFET
24.42;2016-01-05T20:22:57.000Z;VENDA;Mesa 17;0.0;0.0;0.0;24.42;0.0;1.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.42;0.0;0.0;1;1;0.356;KG;24.42;68.6;BUFFET
51.41;2016-01-05T20:36:46.000Z;VENDA;Mesa 16;0.0;0.0;0.0;51.42;0.0;4.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.42;0.0;0.0;1;1;0.684;KG;46.92;68.6;BUFFET
51.41;2016-01-05T20:36:46.000Z;VENDA;Mesa 16;0.0;0.0;0.0;51.42;0.0;4.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.42;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
56.07;2016-01-05T20:38:57.000Z;VENDA;Mesa 24;0.0;0.0;0.0;56.08;0.0;4.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.08;0.0;0.0;1;1;0.752;KG;51.58;68.6;BUFFET
56.07;2016-01-05T20:38:57.000Z;VENDA;Mesa 24;0.0;0.0;0.0;56.08;0.0;4.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.08;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
43.79;2016-01-05T20:41:29.000Z;VENDA;Mesa 28;0.0;0.0;0.0;43.8;0.0;1.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.8;0.0;0.0;1;1;1.0;UN;12.0;12.0;TEMAKI
43.79;2016-01-05T20:41:29.000Z;VENDA;Mesa 28;0.0;0.0;0.0;43.8;0.0;1.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.8;0.0;0.0;2;1;1.0;UN;4.5;4.5;LIMONADA
43.79;2016-01-05T20:41:29.000Z;VENDA;Mesa 28;0.0;0.0;0.0;43.8;0.0;1.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.8;0.0;0.0;3;1;0.398;KG;27.3;68.6;BUFFET
50.18;2016-01-05T20:45:51.000Z;VENDA;Mesa 27;0.0;0.0;0.0;50.18;0.0;4.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.18;0.0;0.0;1;1;0.666;KG;45.68;68.6;BUFFET
50.18;2016-01-05T20:45:51.000Z;VENDA;Mesa 27;0.0;0.0;0.0;50.18;0.0;4.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.18;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
63.21;2016-01-05T20:54:28.000Z;VENDA;Mesa 18;0.0;0.0;0.0;63.22;0.0;4.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.22;0.0;0.0;1;1;0.856;KG;58.72;68.6;BUFFET
63.21;2016-01-05T20:54:28.000Z;VENDA;Mesa 18;0.0;0.0;0.0;63.22;0.0;4.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.22;0.0;0.0;2;1;1.0;UN;4.5;4.5;CERVEJA
13.17;2016-01-05T21:03:07.000Z;VENDA;Mesa 30;0.0;0.0;0.0;13.17;0.0;0.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.17;0.0;0.0;1;1;0.192;KG;13.17;68.6;BUFFET
19.61;2016-01-05T21:03:41.000Z;VENDA;Mesa 33;0.0;0.0;0.0;19.61;0.0;0.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.61;0.0;0.0;1;1;0.286;KG;19.61;68.6;BUFFET
30.97;2016-01-05T21:04:25.000Z;VENDA;Mesa 40;0.0;0.0;0.0;30.97;0.0;3.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.97;0.0;0.0;1;1;0.386;KG;26.47;68.6;BUFFET
30.97;2016-01-05T21:04:25.000Z;VENDA;Mesa 40;0.0;0.0;0.0;30.97;0.0;3.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.97;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
106.74;2016-01-05T21:07:13.000Z;VENDA;Mesa 11;0.0;0.0;0.0;106.76;0.0;13.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77.67;0.0;0.0;1;1;1.0;UN;4.5;4.5;LIMONADA
106.74;2016-01-05T21:07:13.000Z;VENDA;Mesa 11;0.0;0.0;0.0;106.76;0.0;13.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77.67;0.0;0.0;2;1;1.0;UN;15.0;15.0;SAKE
106.74;2016-01-05T21:07:13.000Z;VENDA;Mesa 11;0.0;0.0;0.0;106.76;0.0;13.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77.67;0.0;0.0;3;1;1.27;KG;87.26;68.6;BUFFET
40.38;2016-01-05T21:08:49.000Z;VENDA;Mesa 10;0.0;0.0;0.0;40.38;0.0;8.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.38;0.0;0.0;1;1;1.0;UN;15.0;15.0;SAKE
40.38;2016-01-05T21:08:49.000Z;VENDA;Mesa 10;0.0;0.0;0.0;40.38;0.0;8.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.38;0.0;0.0;2;1;0.37;KG;25.38;68.6;BUFFET
80.06;2016-01-05T21:08:59.000Z;VENDA;Mesa 9;0.0;0.0;0.0;80.07;0.0;16.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.07;0.0;0.0;1;1;2.0;UN;30.0;15.0;SAKE
80.06;2016-01-05T21:08:59.000Z;VENDA;Mesa 9;0.0;0.0;0.0;80.07;0.0;16.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.07;0.0;0.0;2;1;0.73;KG;50.07;68.6;BUFFET
22.36;2016-01-05T21:11:09.000Z;VENDA;Mesa 56;0.0;0.0;0.0;22.36;0.0;0.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.36;0.0;0.0;1;1;0.326;KG;22.36;68.6;BUFFET
39.51;2016-01-05T21:12:25.000Z;VENDA;Mesa 57;0.0;0.0;0.0;39.51;0.0;1.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.51;0.0;0.0;1;1;0.576;KG;39.51;68.6;BUFFET
99.63;2016-01-05T21:20:09.000Z;VENDA;Mesa 21;0.0;0.0;0.0;99.63;0.0;10.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.63;0.0;0.0;1;1;1.0;UN;9.8;9.8;CERVEJA LATA
99.63;2016-01-05T21:20:09.000Z;VENDA;Mesa 21;0.0;0.0;0.0;99.63;0.0;10.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.63;0.0;0.0;2;1;1.244;KG;85.33;68.6;BUFFET
99.63;2016-01-05T21:20:09.000Z;VENDA;Mesa 21;0.0;0.0;0.0;99.63;0.0;10.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.63;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
280.21;2016-01-05T21:28:02.000Z;VENDA;Mesa 25;0.0;0.0;0.0;280.26;0.0;39.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;280.26;0.0;0.0;1;1;2.0;UN;33.6;16.8;WHISKY
280.21;2016-01-05T21:28:02.000Z;VENDA;Mesa 25;0.0;0.0;0.0;280.26;0.0;39.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;280.26;0.0;0.0;2;1;5.0;UN;22.5;4.5;SUCO
280.21;2016-01-05T21:28:02.000Z;VENDA;Mesa 25;0.0;0.0;0.0;280.26;0.0;39.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;280.26;0.0;0.0;3;1;2.794;KG;191.66;68.6;BUFFET
280.21;2016-01-05T21:28:02.000Z;VENDA;Mesa 25;0.0;0.0;0.0;280.26;0.0;39.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;280.26;0.0;0.0;4;1;5.0;UN;32.5;6.5;CERVEJA LATA
62.25;2016-01-05T21:29:32.000Z;VENDA;Mesa 43;0.0;0.0;0.0;62.26;0.0;4.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.26;0.0;0.0;1;1;0.842;KG;57.76;68.6;BUFFET
62.25;2016-01-05T21:29:32.000Z;VENDA;Mesa 43;0.0;0.0;0.0;62.26;0.0;4.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.26;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
26.72;2016-01-05T21:29:41.000Z;VENDA;Mesa 42;0.0;0.0;0.0;26.72;0.0;3.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.72;0.0;0.0;1;1;0.324;KG;22.22;68.6;BUFFET
26.72;2016-01-05T21:29:41.000Z;VENDA;Mesa 42;0.0;0.0;0.0;26.72;0.0;3.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.72;0.0;0.0;2;1;1.0;UN;4.5;4.5;CERVEJA
59.51;2016-01-05T21:35:03.000Z;VENDA;Mesa 59;0.0;0.0;0.0;59.51;0.0;4.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.51;0.0;0.0;1;1;0.802;KG;55.01;68.6;BUFFET
59.51;2016-01-05T21:35:03.000Z;VENDA;Mesa 59;0.0;0.0;0.0;59.51;0.0;4.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.51;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
27.96;2016-01-05T21:36:02.000Z;VENDA;Mesa 58;0.0;0.0;0.0;27.96;0.0;3.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.96;0.0;0.0;1;1;0.342;KG;23.46;68.6;BUFFET
27.96;2016-01-05T21:36:02.000Z;VENDA;Mesa 58;0.0;0.0;0.0;27.96;0.0;3.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.96;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
34.4;2016-01-05T21:36:11.000Z;VENDA;Mesa 70;0.0;0.0;0.0;34.4;0.0;3.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.4;0.0;0.0;1;1;0.436;KG;29.9;68.6;BUFFET
34.4;2016-01-05T21:36:11.000Z;VENDA;Mesa 70;0.0;0.0;0.0;34.4;0.0;3.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.4;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
30.04;2016-01-05T21:36:20.000Z;VENDA;Mesa 69;0.0;0.0;0.0;30.04;0.0;1.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.04;0.0;0.0;1;1;0.438;KG;30.04;68.6;BUFFET
71.44;2016-01-05T21:40:59.000Z;VENDA;Mesa 44;0.0;0.0;0.0;71.45;0.0;4.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;71.45;0.0;0.0;1;1;0.976;KG;66.95;68.6;BUFFET
71.44;2016-01-05T21:40:59.000Z;VENDA;Mesa 44;0.0;0.0;0.0;71.45;0.0;4.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;71.45;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
142.99;2016-01-05T21:41:09.000Z;VENDA;Mesa 29;0.0;0.0;0.0;142.99;0.0;19.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;142.99;0.0;0.0;1;1;1.0;UN;21.6;21.6;SUSHI ESPECIAL
142.99;2016-01-05T21:41:09.000Z;VENDA;Mesa 29;0.0;0.0;0.0;142.99;0.0;19.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;142.99;0.0;0.0;2;1;1.0;UN;76.8;76.8;SUSHI ESPECIAL
142.99;2016-01-05T21:41:09.000Z;VENDA;Mesa 29;0.0;0.0;0.0;142.99;0.0;19.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;142.99;0.0;0.0;3;1;1.0;UN;3.5;3.5;AGUA
142.99;2016-01-05T21:41:09.000Z;VENDA;Mesa 29;0.0;0.0;0.0;142.99;0.0;19.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;142.99;0.0;0.0;4;1;1.0;UN;1.0;1.0;CHA
142.99;2016-01-05T21:41:09.000Z;VENDA;Mesa 29;0.0;0.0;0.0;142.99;0.0;19.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;142.99;0.0;0.0;5;1;1.0;UN;3.5;3.5;CAFE EXPRESSO
142.99;2016-01-05T21:41:09.000Z;VENDA;Mesa 29;0.0;0.0;0.0;142.99;0.0;19.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;142.99;0.0;0.0;6;1;1.0;UN;9.8;9.8;SUSHI ESPECIAL
142.99;2016-01-05T21:41:09.000Z;VENDA;Mesa 29;0.0;0.0;0.0;142.99;0.0;19.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;142.99;0.0;0.0;7;1;1.0;UN;15.0;15.0;SAKE
142.99;2016-01-05T21:41:09.000Z;VENDA;Mesa 29;0.0;0.0;0.0;142.99;0.0;19.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;142.99;0.0;0.0;8;1;0.172;KG;11.79;68.6;BUFFET
112.35;2016-01-05T21:51:04.000Z;VENDA;Mesa 51;0.0;0.0;0.0;112.36;0.0;7.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112.36;0.0;0.0;1;1;2.0;UN;7.0;3.5;AGUA
112.35;2016-01-05T21:51:04.000Z;VENDA;Mesa 51;0.0;0.0;0.0;112.36;0.0;7.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112.36;0.0;0.0;2;1;1.536;KG;105.36;68.6;BUFFET
29.86;2016-01-05T21:51:46.000Z;VENDA;Mesa 23;0.0;0.0;0.0;29.87;0.0;3.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.87;0.0;0.0;1;1;1.0;UN;4.9;4.9;SUCO
29.86;2016-01-05T21:51:46.000Z;VENDA;Mesa 23;0.0;0.0;0.0;29.87;0.0;3.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.87;0.0;0.0;2;1;0.364;KG;24.97;68.6;BUFFET
61.49;2016-01-05T21:52:48.000Z;VENDA;Mesa 75;0.0;0.0;0.0;61.5;0.0;3.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.5;0.0;0.0;1;1;1.0;UN;1.0;1.0;CHA
61.49;2016-01-05T21:52:48.000Z;VENDA;Mesa 75;0.0;0.0;0.0;61.5;0.0;3.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.5;0.0;0.0;2;1;0.882;KG;60.5;68.6;BUFFET
95.54;2016-01-05T21:57:54.000Z;VENDA;Mesa 60;0.0;0.0;0.0;95.57;0.0;7.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.57;0.0;0.0;1;1;1.262;KG;86.57;68.6;BUFFET
95.54;2016-01-05T21:57:54.000Z;VENDA;Mesa 60;0.0;0.0;0.0;95.57;0.0;7.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.57;0.0;0.0;2;1;2.0;UN;9.0;4.5;REFRIGERANTE
69.35;2016-01-05T22:03:13.000Z;VENDA;Mesa 35;0.0;0.0;0.0;69.35;0.0;13.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.35;0.0;0.0;1;1;0.632;KG;43.35;68.6;BUFFET
